-2102
991
3464
-8
-35
-13
2009
-2594
-359
-62
-42
-12
-51
-34
-3618
-55
-23
3927
-1385
1509
-14
-33
-2885
-54
-1284
3743
3434
-2929
-24
-37
-10
529
