FEN,Evaluation
rnbqkbnr/p1pppppp/1p6/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2,12
rnbqkbnr/p1pppppp/1p6/8/P7/N7/1PPPPPPP/R1BQKBNR b KQkq - 1 2,6
r1bqkbnr/p1pppppp/1pn5/8/P7/N7/1PPPPPPP/R1BQKBNR w KQkq - 2 3,13
r1bqkbnr/p1pppppp/1pn5/8/P7/N1P5/1P1PPPPP/R1BQKBNR b KQkq - 0 3,37
r2qk2r/8/bp1p2Qb/P1p2pp1/4p3/B1P1PNP1/3P1P1n/2RK1B1R b kq - 1 19,-324
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-10
rnbqkbnr/ppp1pppp/8/3p4/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 0 2,12
rnbqkbnr/ppp1pppp/8/3p4/8/1QP5/PP1PPPPP/RNB1KBNR b KQkq - 1 2,30
rnbqkbnr/ppp1pp1p/8/3p2p1/8/PQP5/1P1PPPPP/RNB1KBNR b KQkq - 0 3,23
rnbqkbnr/ppp1pp2/8/3p2pp/8/PQP1P3/1P1P1PPP/RNB1KBNR b KQkq - 0 4,30
rnbk3r/pB6/5p2/q1bQ3p/5pn1/2P1P1P1/1P1B3P/1N2KRN1 b - - 1 23,408
rn6/pBkb1Q2/1b1n4/5p1p/q3PB2/2P3p1/1PKNN2P/5R2 w - - 6 35,1
rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,14
rnbqkbnr/ppppp1pp/5p2/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,63
rnbqkbnr/ppppp1pp/5p2/8/8/P2P4/1PP1PPPP/RNBQKBNR b KQkq - 0 2,-18
rnbqkbnr/ppp1p1pp/5p2/3p4/8/P2P4/1PP1PPPP/RNBQKBNR w KQkq - 0 3,22
rn1qkbnr/ppp1p1pp/5p2/3p1b2/8/P2P3N/1PP1PPPP/RNBQKB1R w KQkq - 2 4,11
r2q2r1/2nkp1bp/1pp2Bpn/p2pQp2/P3PPb1/2PP2P1/1P2K2P/R1R2N2 w - - 7 26,-1122
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,60
rnbqkbnr/pp1ppppp/8/2p5/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,0
rnbqkbnr/pp1ppppp/8/2p5/8/N4P2/PPPPP1PP/R1BQKBNR b KQkq - 0 2,78
rnbqkbnr/pp1pp1pp/5p2/2p5/8/N4P2/PPPPP1PP/R1BQKBNR w KQkq - 0 3,-2
rnbqkbnr/pp1pp1pp/5p2/2p5/2P5/N4P2/PP1PP1PP/R1BQKBNR b KQkq - 0 3,38
rnbqkbnr/p2pp1pp/1p3p2/2p5/2P5/N4P2/PP1PP1PP/R1BQKBNR w KQkq - 0 4,8
rnbqkbnr/p2pp1pp/1p3p2/2p5/2P5/N4P1N/PP1PP1PP/R1BQKB1R b KQkq - 1 4,20
1rq2bn1/p4kp1/P2p1p1r/2p1p3/2Q3P1/2NPP1p1/PP5P/R1BK1BNR b - - 1 18,-500
1r3b2/p1q1n1p1/P2p1pkr/2p1p3/3P2P1/3QPN2/PP2K2P/RNB3rR b - - 1 26,-171
2r2b2/p1q3p1/P2p1pkr/2p1pQ2/3P2P1/4PN2/PP1NK2P/R1B3rR b - - 0 28,-520
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-8
rnbqkbnr/pppppp1p/6p1/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 0 2,40
rnbqkbnr/pppppp1p/6p1/8/8/P1P5/1P1PPPPP/RNBQKBNR b KQkq - 0 2,28
rnbqkbnr/p1pppp1p/6p1/1p6/8/P1P5/1P1PPPPP/RNBQKBNR w KQkq - 0 3,55
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,51
r1bqkbnr/pppppppp/2n5/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 2 2,-33
r1bqkbnr/pppppppp/2n5/8/2P5/7N/PP1PPPPP/RNBQKB1R b KQkq - 0 2,33
r1bqkbnr/ppppp1pp/2n5/5p2/2P5/7N/PP1PPPPP/RNBQKB1R w KQkq - 0 3,46
r1bqkbnr/ppppp1pp/2n5/5p2/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 1 3,46
r1bqkbnr/ppppp1pp/8/4np2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 2 4,18
r1bqkbnr/pppnp1pp/3p4/5p2/1PP5/5N2/P1QPPPPP/RNB1KB1R b KQkq - 2 6,-37
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-7
rnbqkbnr/1ppppppp/p7/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 0 2,36
rnbqkbnr/1ppppppp/p7/8/8/2P3P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2,-13
rnbqkbnr/2pppppp/pp6/8/8/2P3P1/PP1PPP1P/RNBQKBNR w KQkq - 0 3,44
rnbqkbnr/2pppppp/pp6/8/7P/2P3P1/PP1PPP2/RNBQKBNR b KQkq - 0 3,0
rnbqkbnr/2ppp1pp/pp3p2/8/7P/2P3P1/PP1PPP2/RNBQKBNR w KQkq - 0 4,137
rnbqkbnr/2ppp1pp/pp3p2/7P/8/2P3P1/PP1PPP2/RNBQKBNR b KQkq - 0 4,-28
rnbqkb1r/2ppp1pp/pp3p1n/7P/8/2P3P1/PP1PPP2/RNBQKBNR w KQkq - 1 5,128
rnbqkb1r/2ppp1pp/pp3p1n/7P/8/1PP3P1/P2PPP2/RNBQKBNR b KQkq - 0 5,-24
rnbqkbnr/2ppp1pp/pp3p2/7P/8/1PP3P1/P2PPP2/RNBQKBNR w KQkq - 1 6,138
rnbqkbnr/2ppp1pp/pp3p2/7P/8/1PP3PR/P2PPP2/RNBQKBN1 b Qkq - 2 6,37
rnbq1bnr/2pppkpp/pp3p2/7P/8/1PP3PR/P2PPP2/RNBQKBN1 w Q - 3 7,142
rnbq1bnr/2pppkpp/pp3p2/7P/7R/1PP3P1/P2PPP2/RNBQKBN1 b Q - 4 7,-119
rnbq1bnr/2pp1kpp/pp2pp2/7P/7R/1PP3P1/P2PPP2/RNBQKBN1 w Q - 0 8,123
rnbq1bnr/2pp1kp1/pp2pp1p/7P/7R/NPP3P1/P2PPP2/R1BQKBN1 w Q - 0 9,126
2bn4/3p1k2/1RP4p/7P/2B2n2/4KP1q/P2B4/1N1Q4 b - - 2 47,-466
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,42
rnbqkbnr/1ppppppp/p7/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,0
rnbqkbnr/1ppppppp/p7/8/7P/8/PPPPPPPR/RNBQKBN1 b Qkq - 1 2,121
rnbqkbnr/1pp1pppp/p2p4/8/7P/8/PPPPPPPR/RNBQKBN1 w Qkq - 0 3,-72
rnbqkbnr/1pp1pppp/p2p4/8/7P/8/PPPPPPP1/RNBQKBNR b Qkq - 1 3,75
r1bqkbnr/1ppnpppp/p2p4/8/7P/8/PPPPPPP1/RNBQKBNR w Qkq - 2 4,-54
r1bqkbnr/1ppnpppp/p2p4/8/7P/P7/1PPPPPP1/RNBQKBNR b Qkq - 0 4,76
rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,20
rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq - 0 2,52
rnbqkbnr/ppppp1pp/8/5p2/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2,-45
rnbqkbnr/ppppp2p/8/5pp1/8/1P6/PBPPPPPP/RNQ1KBNR b KQkq - 1 3,-70
1n3qn1/5kr1/r7/p1p3Pp/PP1Pp2P/Q3P3/N4R2/4NK2 b - - 2 33,-73
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,72
rnbqkbnr/ppp1pppp/3p4/8/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,-16
rnbqkbnr/ppp1pppp/3p4/8/3P4/N7/PPP1PPPP/R1BQKBNR b KQkq - 0 2,21
rnbqkbnr/1pp1pppp/p2p4/8/3P4/N7/PPP1PPPP/R1BQKBNR w KQkq - 0 3,13
rnbqkbnr/1pp1pppp/3p4/p7/3P2P1/N7/PPP1PP1P/R1BQKBNR w KQkq - 0 4,29
r1bqkbnr/1ppnpppp/3p4/p2P4/6P1/N7/PPP1PP1P/R1BQKBNR w KQkq - 1 5,42
r1bqkbnr/1ppnpppp/3p4/p2P4/2P3P1/N7/PP2PP1P/R1BQKBNR b KQkq - 0 5,37
2bqkbnr/1ppnpppp/r2p4/p2P4/2P3P1/N7/PP2PP1P/R1BQKBNR w KQk - 1 6,53
2bqkbnr/1ppnpppp/r2p4/p2P4/2P3P1/N7/PP1QPP1P/R1B1KBNR b KQk - 2 6,40
Br2k3/1bp2pb1/2Pp2pn/p2pn2p/8/NQ1KP2N/P4P1R/5R2 w - - 3 27,499
B3k1n1/1rp2nb1/2Pp1pp1/3b3p/p7/3K3N/P3QP1R/1N6 b - - 3 41,-437
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-29
rnb2k1r/b1pp1p1p/3P3B/pp1Qp3/8/2P2Nq1/PP2PPP1/RN2KB1R b KQ - 0 14,-1474
1n2k2r/rb1p4/2pP1p1P/p4N2/PpP1p3/8/RPK1P3/1N3B1R w - - 0 32,571
b4k2/3p1r2/2BP1p1P/p1n2N2/P7/K3p3/4P3/r3N3 w - - 3 47,-628
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,41
rnbqkbnr/pppp1ppp/8/4p3/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,-34
1nnq4/2pp1k2/7p/pb1NP2P/3Bpr2/6K1/P1Nb2P1/6R1 b - - 7 47,99999
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-15
rnbqkbnr/pppppp1p/8/6p1/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,138
rnbqkbnr/pppppp1p/8/6p1/2P5/5P2/PP1PP1PP/RNBQKBNR b KQkq - 0 2,-64
rnbqk1nr/ppppppbp/8/6p1/2P5/5P2/PP1PP1PP/RNBQKBNR w KQkq - 1 3,69
rnbqk1nr/pppppp1p/7b/6p1/2P5/5P1N/PP1PP1PP/RNBQKBR1 b Qkq - 4 4,-31
r1q1k1r1/2pb1p1p/np1ppN1b/p5p1/P1P5/4PP1N/1P1PB1PP/R1BQK1R1 b q - 3 14,-468
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-26
rnbqkbnr/1ppppppp/8/p7/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,68
rnbqkbnr/1ppppppp/8/p7/7N/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,55
rnbqkbnr/1ppppp1p/6p1/p7/2P4N/8/PP1PPPPP/RNBQKB1R b KQkq - 0 3,26
rnbqkbnr/1ppppp1p/8/p5p1/2P4N/8/PP1PPPPP/RNBQKB1R w KQkq - 0 4,25
rnbqkbnr/1p1ppp1p/2p5/p5p1/2P1P2N/8/PP1P1PPP/RNBQKB1R w KQkq - 0 5,53
rnbqkbnr/1p1ppp1p/2p5/p4Np1/2P1P3/8/PP1P1PPP/RNBQKB1R b KQkq - 1 5,-35
rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,18
rnbqkbnr/ppp1pppp/8/3p4/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2,-11
rnbqkbnr/ppp1pppp/8/3p4/P7/4P3/1PPP1PPP/RNBQKBNR b KQkq - 0 2,42
rn1qkbnr/ppp1pppp/8/1B1p3b/P7/4P2P/1PPP1PP1/RNBQK1NR b KQkq - 2 4,-158
rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,18
rnbqkbnr/ppppppp1/7p/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,5
rnbqkbnr/ppppppp1/7p/8/1P5P/8/P1PPPPP1/RNBQKBNR b KQkq - 0 2,52
rnbqkbnr/ppppppp1/8/7p/1P5P/8/P1PPPPP1/RNBQKBNR w KQkq - 0 3,10
rnbqkbnr/ppppppp1/8/7p/1P1P3P/8/P1P1PPP1/RNBQKBNR b KQkq - 0 3,15
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,116
rnbqkbnr/pp1ppppp/2p5/8/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,-29
rnbqkbnr/pp1ppppp/2p5/8/P5P1/8/1PPPPP1P/RNBQKBNR b KQkq - 0 2,126
rnbqkbnr/pp1ppp1p/2p3p1/8/P5P1/8/1PPPPP1P/RNBQKBNR w KQkq - 0 3,-46
rnbqkbnr/pp1ppp1p/2p3p1/8/P5P1/7P/1PPPPP2/RNBQKBNR b KQkq - 0 3,46
rnbqkbnr/pp1pp2p/2p2pp1/8/P5P1/7P/1PPPPP2/RNBQKBNR w KQkq - 0 4,56
rnbqkbnr/pp1pp2p/2p2pp1/8/P5P1/7P/RPPPPP2/1NBQKBNR b Kkq - 1 4,113
rnbqkbnr/pp1p3p/2p1ppp1/8/P5P1/7P/RPPPPP2/1NBQKBNR w Kkq - 0 5,-35
rnbqkbnr/pp1p3p/2p1ppp1/8/P1P3P1/7P/RP1PPP2/1NBQKBNR b Kkq - 0 5,84
rnbqkb1r/pp1p3p/2p1pppn/8/P1P3P1/7P/RP1PPP2/1NBQKBNR w Kkq - 1 6,-51
rnb1kb1r/ppqp3p/2p1pppn/8/P1P3P1/1P5P/R2PPP2/1NBQKBNR w Kkq - 1 7,-40
2R3kr/r6p/p4b1P/P1p2p2/1PP5/3nP2P/2K1N3/1R3B2 b - - 0 37,-526
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-9
rnbqkbnr/pp1ppppp/2p5/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,27
rnbqkbnr/pp1ppppp/2p5/8/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 2,-17
rnbqkbnr/pp1pp1pp/2p5/5p2/3P4/4P3/PPP2PPP/RNBQKBNR w KQkq - 0 3,48
rnbqkbnr/pp1pp1pp/2p5/5p2/3P4/2N1P3/PPP2PPP/R1BQKBNR b KQkq - 1 3,-46
rnbq1bnr/pp1ppkpp/2p5/5p2/3P4/2N1P3/PPP2PPP/R1BQKBNR w KQ - 2 4,222
rnb1qbnr/p2p1kpp/2p1p3/1p3p2/2NP4/4P3/PPP2PPP/R1BQKBNR w KQ - 2 7,142
1r2n1r1/p2p1k2/2b3pb/Pp5p/4qpPP/1pP5/1Pn1K2N/1RB2R2 w - - 8 40,-99995
1r2n1r1/p2p2k1/2b1q1pb/Pp5P/5p1P/1pP5/1Pn2K1N/1RB3R1 b - - 0 42,99986
rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,9
rnbqkbnr/p1pppppp/8/1p6/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2,46
rnbqkbnr/p1pppppp/8/1p6/4P3/7P/PPPP1PP1/RNBQKBNR b KQkq - 0 2,-38
rnbqkbnr/p1pp1ppp/4p3/1p6/4P3/6PP/PPPP1P2/RNBQKBNR b KQkq - 0 3,-1
5nr1/1B5k/5np1/P3P1Bp/R1P4P/1N3p2/8/1N3K1R b - - 3 40,-1096
5nr1/1B5k/5np1/P3P2p/R1P4P/1N6/3B1p2/1N3K1R b - - 1 41,-1069
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-22
rnbqkbnr/1ppppppp/8/p7/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,57
rnbqkbnr/1ppppppp/8/p7/2P5/1P6/P2PPPPP/RNBQKBNR b KQkq - 0 2,-25
rnbqkbnr/1ppp1ppp/8/p3p3/2P5/1P6/P2PPPPP/RNBQKBNR w KQkq - 0 3,20
1nbqkbnr/1ppp1ppp/r7/p3p3/2P4P/1P6/P2PPPP1/RNBQKBNR w KQk - 1 4,50
1nbqkbnr/1ppp1ppp/5r2/p3p3/P1P4P/1P6/3PPPP1/RNBQKBNR w KQk - 1 5,1
1nb1kb1r/3pqp1p/1pr5/p1p1pp2/P1P4P/1PNP4/4PPP1/R3KBNR w KQk - 0 12,-685
1n2kb1r/3pqp1p/bpr5/p1p1pp2/P1P4P/1PNP4/4PPP1/1R2KBNR w Kk - 2 13,-681
1n2kb1r/3p1p1p/bpr1q3/p1p1pp2/P1P4P/1P1P4/4PPP1/1R1NKBNR w Kk - 4 14,-687
rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1,71
rnbqkbnr/pppp1ppp/8/4p3/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 0 2,-74
rnbqkbnr/pppp1ppp/8/4p3/2P5/5P2/PP1PP1PP/RNBQKBNR b KQkq - 0 2,131
rnbqkbnr/ppp2ppp/3p4/4p3/2P5/5P2/PP1PP1PP/RNBQKBNR w KQkq - 0 3,-28
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,5
rnbqkbnr/pppppp1p/8/6p1/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,126
rnbqkbnr/pppppp1p/8/6p1/2P5/P7/1P1PPPPP/RNBQKBNR b KQkq - 0 2,-78
rnbqk1nr/ppppppbp/8/6p1/2P5/P7/1P1PPPPP/RNBQKBNR w KQkq - 1 3,102
rn4nr/p1p3k1/b1p5/2P2N1p/4P3/P4p1p/1P3PPR/RB2K3 b - - 0 28,269
rn4n1/p1p2k2/2p5/2P4r/4P2p/PB3pNP/1P3P1R/3RKb2 b - - 4 33,-440
rn2k3/p1p5/B1p1n3/2P4N/4P2p/P6P/1P3PK1/3R4 w - - 1 40,573
r3k3/p1pn4/B1p1n3/2P4N/4P2p/P6P/1P3PK1/8 w - - 0 41,-449
r7/p1p1k3/B1p1nN2/2n5/P3P2p/7P/1P3PK1/8 w - - 0 43,-607
2r5/p1p1k3/2p1nN2/2n5/P3P2p/7P/1P3PK1/5B2 w - - 2 44,-537
2B1N3/2p3n1/2p1k3/2n5/P3PP1p/7P/1P4K1/8 b - - 0 49,-568
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,114
rnbqkbnr/1ppppppp/8/p7/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,-45
rnbqkbnr/1ppppppp/8/p7/6P1/4P3/PPPP1P1P/RNBQKBNR b KQkq - 0 2,51
rnbqkbnr/2pppppp/1p6/p7/6P1/4P3/PPPP1P1P/RNBQKBNR w KQkq - 0 3,-16
rnbqkbnr/2pppppp/1p6/p7/6P1/4P2N/PPPP1P1P/RNBQKB1R b KQkq - 1 3,48
rnbqkbnr/2pppppp/8/pp6/6P1/3BP2N/PPPP1P1P/RNBQK2R b KQkq - 1 4,104
2b1kb1r/7Q/n2ppN1p/r1p1P1p1/2P2PPP/p5K1/1P1PN3/R1BB3R b k - 0 28,-1815
2b4r/3k2Q1/r2Np2p/2pnP1pP/2P2PP1/p7/1P1PN3/R1BB1RK1 b - - 0 35,-99986
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-27
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,30
rnbqkbnr/ppp1pppp/8/3p4/8/N4N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,27
rnbqkbnr/pp2pppp/2p5/3p4/8/N4N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,-11
rnbqkbnr/pp2pppp/2p5/3p4/1P6/N4N2/P1PPPPPP/R1BQKB1R b KQkq - 0 3,67
rnbqkbnr/pp2pppp/8/2Pp4/8/N4N2/P1PPPPPP/R1BQKB1R b KQkq - 0 4,-87
rnbqkbnr/1p2pppp/8/p1Pp4/8/N4N2/P1PPPPPP/R1BQKB1R w KQkq - 0 5,249
6nr/3bpqB1/1Q2kpp1/4r3/3P3N/2P1pP1P/P5P1/1NK1R2R b - - 0 35,-99996
2k3nr/4p3/5B2/1N3p2/q2P1P1p/2P1p2P/2K2RP1/5R2 w - - 0 46,-648
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,9
rnbqkbnr/ppppp1pp/8/5p2/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,56
rnbqkbnr/ppppp1pp/8/5p2/8/2N2P2/PPPPP1PP/R1BQKBNR b KQkq - 0 2,-22
rnbqkbnr/ppppp1p1/7p/5p2/8/2N2P2/PPPPP1PP/R1BQKBNR w KQkq - 0 3,114
rnbqkbnr/ppppp1p1/7p/5p2/8/1PN2P2/P1PPP1PP/R1BQKBNR b KQkq - 0 3,-30
rnbqkbnr/1pppp1p1/p6p/5p2/8/1PN2P2/P1PPP1PP/R1BQKBNR w KQkq - 0 4,106
rnbqkbnr/1pppp1p1/p6p/5p2/8/1PN1PP2/P1PP2PP/R1BQKBNR b KQkq - 0 4,-53
1nbqkbnr/rpppp1p1/p6p/5p2/8/1PN1PP2/P1PP2PP/1RBQKBNR b Kk - 2 5,-46
1nbqkbnr/rpppp1p1/p6p/8/5P2/1PN2P2/P1PP2PP/1RBQKBNR b Kk - 0 6,-175
2bqkbnr/rpppp1p1/p1n4p/8/4NP2/1P3P2/P1PP2PP/1RBQKBNR b Kk - 2 7,-173
2bqkbnr/rpppp1p1/p6p/8/4Nn2/BP3P2/P1PPK1PP/1R1Q1BNR w k - 0 10,21
2bq1bnr/rp1ppkp1/p6p/2pn4/4N3/BP3PK1/P1PPB1PP/2RQ2NR b - - 3 13,17
2b2b1r/1p2p1p1/1B1pr1kp/8/3P3P/1P3P1K/2P1BnP1/2RQ2R1 w - - 3 28,288
5b1r/1p1bp1p1/1B1pr1kp/8/3P3P/1P3P2/2P1BnPK/2RQ2R1 w - - 5 29,744
5br1/3bp1p1/pB2r2p/Q2p1k2/3P2PP/1P6/2P4K/2R3R1 b - - 0 35,-586
6r1/4r1p1/pB1Q3k/R6p/bPpP2P1/4p3/5bK1/5R2 b - - 11 50,-99998
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-19
rnbqkbnr/p1pppppp/1p6/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,19
rnbqkbnr/p1pppppp/1p6/8/8/4P3/PPPPNPPP/RNBQKB1R b KQkq - 1 2,0
rnbqkbnr/p1ppppp1/1p6/7p/8/4P3/PPPPNPPP/RNBQKB1R w KQkq - 0 3,53
rnbqkbnr/p1ppppp1/1p6/7p/8/P3P3/1PPPNPPP/RNBQKB1R b KQkq - 0 3,13
rnbqkb1r/p1ppppp1/1p5n/7p/8/P3P3/1PPPNPPP/RNBQKB1R w KQkq - 1 4,64
rnbqkb1r/p1ppppp1/1p5n/7p/8/P3P3/RPPPNPPP/1NBQKB1R b Kkq - 2 4,17
rnbqkb1r/2ppppp1/1p5n/p6p/8/P3P3/RPPPNPPP/1NBQKB1R w Kkq - 0 5,39
rnbqkb1r/2ppppp1/1p5n/p6p/8/P3P3/RPPP1PPP/1NBQKBNR b Kkq - 1 5,18
rnbqkb1r/2pppp2/1p5n/p5pp/2B5/P3P3/RPPP1PPP/1NBQK1NR b Kkq - 1 6,120
r1bqkb1r/2pppp2/np5n/p5pp/2B5/P3P2N/RPPP1PPP/1NBQK2R b Kkq - 3 7,133
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-26
rnbqkb1r/pppppppp/7n/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 2 2,-108
rnbqkb1r/p1pppppp/1p5n/6B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 3,-155
r2q2r1/p1ppknpp/1p3p2/P2Pp3/2b4B/2P4P/N1n1PPP1/b3KBNR w K - 0 16,-1369
r2q1r2/p1np1kpp/1p1P1p2/4pP2/8/1bb3BP/2n1P1P1/2NK1BNR b - - 0 24,99999
r3r1k1/2np3p/1p1q1p2/p2npPp1/8/7P/3KPBPR/4NB2 b - - 1 34,1728
rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,26
rnbqkbnr/ppp1pppp/3p4/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,0
rnbqkbnr/ppp1pppp/3p4/8/1P6/B7/P1PPPPPP/RN1QKBNR b KQkq - 1 2,30
r1bqkbnr/pppnpppp/3p4/8/1P6/B7/P1PPPPPP/RN1QKBNR w KQkq - 2 3,-3
r1bqkbnr/pppnpppp/3p4/8/1P6/B3P3/P1PP1PPP/RN1QKBNR b KQkq - 0 3,13
r1bqkbnr/pppn1ppp/3p4/4p3/1P6/B3P3/P1PP1PPP/RN1QKBNR w KQkq - 0 4,-7
r1bqkbnr/1ppn1ppp/3p4/4p3/pP5P/B3P2R/P1PP1PP1/RN1QKBN1 w Qkq - 0 6,-83
rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,-7
rnbqkbnr/pppppp1p/6p1/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,14
rnbqkbnr/pppppp1p/6p1/8/8/6PP/PPPPPP2/RNBQKBNR b KQkq - 0 2,13
r1bqkbnr/pppppp1p/2n3p1/8/8/6PP/PPPPPP2/RNBQKBNR w KQkq - 1 3,12
r1bqkbnr/pppppp1p/2n3p1/8/8/P5PP/1PPPPP2/RNBQKBNR b KQkq - 0 3,47
r1bqkbnr/ppppp2p/2n2pp1/8/8/P5PP/1PPPPP2/RNBQKBNR w KQkq - 0 4,52
r1bqkbnr/ppppp2p/2n2pp1/8/8/P2P2PP/1PP1PP2/RNBQKBNR b KQkq - 0 4,-26
r1bqk1nr/ppppp1bp/2n2pp1/8/8/P2P2PP/1PP1PP2/RNBQKBNR w KQkq - 1 5,29
r1bqkb1r/ppppp2p/5ppn/8/2P2P2/P2P2PP/1P1N4/R2QKBNR b KQkq - 0 9,206
r1bqkb1r/p1ppp2p/1p3ppn/8/2P2P2/P2P2PP/1P1N4/R2QKBNR w KQkq - 0 10,-154
r1bqkb1r/p1ppp2p/1p3ppn/8/2P2P2/P2P2PP/1P1N4/1R1QKBNR b Kkq - 1 10,279
rq2k2r/p1p3bp/b1p2ppn/1pP1p3/1P1P1P1P/P5P1/3NR3/2RQK1N1 b - - 1 22,328
rq4kr/p1p3bp/b1p2ppn/1pP1p3/1P1P1P1P/PQ1R2P1/3N4/2R1K1N1 b - - 7 25,281
2r2k1r/1bp4p/p1p2p2/1pPPq1P1/5pn1/P5Q1/4K3/R4NN1 w - - 0 41,-1629
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,31
rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 1 2,-4
