FEN,Evaluation
rnbq1bnr/pppppk1p/6p1/5p2/8/4P1PP/PPPP1P1R/RNBQKBN1 b Q - 0 4,32
rnbqkbnr/ppppp2p/6p1/5p2/8/4P1PP/PPPP1P1R/RNBQKBN1 w Q - 1 5,18
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-14
rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,101
rnbqkbnr/p1pppppp/8/1p6/3P4/7P/PPP1PPP1/RNBQKBNR b KQkq - 0 2,-23
rnbqkbnr/p1ppppp1/7p/1p6/3P4/N6P/PPP1PPP1/R1BQKBNR b KQkq - 1 3,-15
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-28
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,26
rnbqkbnr/pp1ppppp/2p5/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq - 0 2,59
rnbqkbnr/pp1ppp1p/2p5/6p1/1P2P3/8/P1PP1PPP/RNBQKBNR w KQkq - 0 3,116
rnbqkbnr/pp1ppp1p/2p5/6p1/1P2P3/N7/P1PP1PPP/R1BQKBNR b KQkq - 1 3,-53
rnbqkbnr/pp1ppp1p/2p5/8/1P2P1p1/N2B4/P1PP1PPP/R1BQK1NR b KQkq - 1 4,41
r1b3nr/pp2k1bp/2n1p3/1Pp3BN/3pp1p1/N1PP1P1q/P5PP/R2QKB1R b KQ - 2 16,-547
6nr/2N1kb2/p3p3/2p4p/5P1b/P2K3P/3N4/R4BRn b - - 1 43,-136
4bkNr/8/p3N3/7p/2p1nP1b/P6P/2K5/R4BR1 b - - 0 48,-587
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,118
rnbqkbnr/1ppppppp/8/p7/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,-35
rnbqkbnr/1ppppppp/8/p7/6P1/2P5/PP1PPP1P/RNBQKBNR b KQkq - 0 2,100
1nbqkbnr/1ppppppp/r7/p7/6P1/2P5/PP1PPP1P/RNBQKBNR w KQk - 1 3,38
1nbqkbnr/1ppppppp/r7/p7/6P1/P1P5/1P1PPP1P/RNBQKBNR b KQk - 0 3,56
1nbqkbnr/2pppppp/rp6/p7/6P1/P1P5/1P1PPP1P/RNBQKBNR w KQk - 0 4,58
1nbqkbnr/2pppppp/rp6/p7/4P1P1/P1P5/1P1P1P1P/RNBQKBNR b KQk - 0 4,-50
r2k1b1r/2pqp1p1/1pb2p2/5n1B/pP2P1Pp/P1Pp4/3PK2P/RNB1Q1R1 w - - 0 25,-515
r2k1b1r/2p1p1p1/1p1q1p2/7B/pP2bKPp/P1Pp2n1/3P3P/RNB1Q2R w - - 2 28,-1267
5br1/6r1/1k1p4/1p6/pP2b1K1/P1Pp4/3P3P/RNB5 w - - 0 46,-99996
5br1/6r1/1k1p4/1p6/pP2b3/P1Pp3K/3P3P/RNB5 b - - 1 46,99999
5br1/k5r1/3p4/1p6/pP2b3/P1Pp3K/3P3P/RNB5 w - - 2 47,-99999
5br1/k5r1/3p4/1p6/pP2b2K/P1Pp4/3P3P/RNB5 b - - 3 47,99999
5br1/k5r1/2bp4/1p6/pP5K/P1Pp4/3P3P/RNB5 w - - 4 48,-99999
5br1/k5r1/2bp4/1p6/pP5K/P1Pp4/1B1P3P/RN6 b - - 5 48,99999
5br1/kr6/2bp4/1p6/pP5K/P1Pp4/1B1P3P/RN6 w - - 6 49,-99999
5br1/kr6/2bp4/1p6/pP6/P1Pp3K/1B1P3P/RN6 b - - 7 49,99999
5br1/1r6/k1bp4/1p6/pP6/P1Pp3K/1B1P3P/RN6 w - - 8 50,-99999
5br1/1r6/k1bp4/1p6/pP5K/P1Pp4/1B1P3P/RN6 b - - 9 50,99999
5br1/6r1/k1bp4/1p6/pP5K/P1Pp4/1B1P3P/RN6 w - - 10 51,-99999
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-18
rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,47
rnbqkbnr/ppp1pppp/3p4/8/1P6/5N2/P1PPPPPP/RNBQKB1R b KQkq - 0 2,8
rnbqkbnr/p1p1pppp/1p1p4/8/1P6/5N2/P1PPPPPP/RNBQKB1R w KQkq - 0 3,26
rnbqkbnr/p1p1pppp/1p1p4/8/PP6/5N2/2PPPPPP/RNBQKB1R b KQkq - 0 3,-15
rnbqkbnr/p1p1ppp1/1p1p4/7p/PP6/5N2/2PPPPPP/RNBQKB1R w KQkq - 0 4,61
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,3
rnbqkbnr/ppp1pppp/8/3p4/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,2
rnbqkbnr/ppp1pppp/8/3p4/8/P5P1/1PPPPP1P/RNBQKBNR b KQkq - 0 2,40
rn1qkbnr/ppp1pppp/4b3/3p4/8/P5P1/1PPPPP1P/RNBQKBNR w KQkq - 1 3,13
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-9
r1bqkbnr/pppppppp/n7/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 1 2,73
r1bqkbnr/pppppppp/n7/8/8/1QP5/PP1PPPPP/RNB1KBNR b KQkq - 2 2,-22
r1bqkbnr/pppppp1p/n5p1/8/8/1QP5/PP1PPPPP/RNBK1BNR b kq - 1 3,112
r1bqkbnr/ppppp2p/n4pp1/8/8/PQP5/1P1PPPPP/RNBK1BNR b kq - 0 4,37
r1bq1bnr/pppppk2/n4ppp/8/8/P1P5/1P1PPPPP/RNBK1BNR w - - 0 6,-699
r1bq1bnr/pppppk2/n4ppp/8/4P3/P1P5/1P1P1PPP/RNBK1BNR b - - 0 6,700
r1bq1bnr/pp1ppk2/n1p2ppp/8/4P2P/P1P5/1P1P1PP1/RNBK1BNR b - - 0 7,700
r1bq2nr/pp1ppkb1/n1p2ppp/8/4P2P/P1P5/1P1PBPP1/RNBK2NR b - - 2 8,700
r1bq2nr/pp1ppkb1/n4ppp/2p5/2P1P2P/P7/1P1PBPP1/RNBK2NR b - - 0 9,663
r1bq2nr/pp3kb1/6pp/2p1pp1P/2B1PnP1/P6N/1P1P1P2/RNB1K2R b - - 0 18,737
B1b4r/p3k1b1/qp4pp/2p1pp1P/4n1P1/P1Nn3N/1P3P2/R1B1K2R w - - 0 28,-819
7r/pB4b1/1p1k2pp/2p1pP1P/5P2/P1nn3N/1q6/R1BK1R2 w - - 0 33,-100000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-37
rnbqkbnr/p1pppppp/8/1p6/4P3/3B4/PPPP1PPP/RNBQK1NR b KQkq - 1 2,-41
rn1qkbnr/p1pppppp/b7/1p6/4P3/3B2P1/PPPP1P1P/RNBQK1NR b KQkq - 0 3,-29
rn1qkbnr/p1pp1ppp/b3p3/1p6/4P3/3B2P1/PPPPQP1P/RNB1K1NR b KQkq - 1 4,-28
rn1qkbnr/p1pp1p1p/b3p1p1/8/1pP1P3/3B2P1/PP1PQP1P/RNB1K1NR w KQkq - 0 6,-20
rn1qk1nr/p1ppbp1p/b3p1p1/8/1pP1P3/3B2PP/PP1PQP2/RNB1K1NR w KQkq - 1 7,29
rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,20
rnbqkbnr/pp1ppppp/2p5/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2,12
rnbqkbnr/pp1ppppp/2p5/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq - 0 2,-9
rnb1kbnr/ppqppppp/2p5/8/P2P4/8/1PP1PPPP/RNBQKBNR w KQkq - 1 3,30
rnb1kbnr/1pqppppp/2p5/p7/P2P4/8/RPP1PPPP/1NBQKBNR w Kkq - 0 4,28
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,63
rnbqkb1r/pppppppp/5n2/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 2 2,-50
rnbqkb1r/pppppppp/5n2/8/8/7N/PPPPPPPP/RNBQKBR1 b Qkq - 3 2,175
r1bqkb1r/pppppppp/2n2n2/8/8/7N/PPPPPPPP/RNBQKBR1 w Qkq - 4 3,-100
r1bqkb1r/pppppppp/2n2n2/8/8/3P3N/PPP1PPPP/RNBQKBR1 b Qkq - 0 3,177
r1bqkb1r/pppppppp/5n2/4n3/8/3P3N/PPP1PPPP/RNBQKBR1 w Qkq - 1 4,-42
r1bqkb1r/ppp1pppp/3p1n2/4n3/1P6/3P3N/P1P1PPPP/RNBQKBR1 w Qkq - 0 5,-136
r2qkb1r/ppp1pppp/3pbn2/4n3/1P6/P2P3N/2P1PPPP/RNBQKBR1 w Qkq - 1 6,-68
r2q1bbr/p2kp2p/1pQp4/1Pn3p1/5Nn1/P2PB3/2P1PPPP/RN2KB1R b Q - 0 15,-100000
rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,16
rnbqkbnr/pppppp1p/6p1/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2,14
rnbqkbnr/pppppp1p/6p1/8/P4P2/8/1PPPP1PP/RNBQKBNR b KQkq - 0 2,43
rnbqkbnr/pp1ppp1p/6p1/2p5/P4P2/8/1PPPP1PP/RNBQKBNR w KQkq - 0 3,-8
r1b1k2r/pp1ppp1P/n4n1b/q1p5/P7/2P5/1P1PP1PP/RNBQKBNR w KQkq - 1 7,96
1rb2r1k/ppbp1p2/n7/qPp1p3/P7/B1P3nP/1R1PP1BR/1N1Q1KN1 w - - 0 18,129
rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,63
rnbqkbnr/pppppp1p/6p1/8/8/N7/PPPPPPPP/R1BQKBNR w KQkq - 0 2,6
rnbqkbnr/pppppp1p/6p1/8/8/NP6/P1PPPPPP/R1BQKBNR b KQkq - 0 2,70
rnbqkbnr/p1pppp1p/1p4p1/8/8/NP6/P1PPPPPP/R1BQKBNR w KQkq - 0 3,-1
rnbqkbnr/p1pppp1p/1p4p1/1N6/8/1P6/P1PPPPPP/R1BQKBNR b KQkq - 1 3,80
rn3knr/1bp1p2p/1p5b/pN1p1pp1/P2P4/1P3PPQ/2PBP2N/R3KB1R b KQ - 0 16,-793
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-15
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,37
1r2kbn1/1b2npp1/8/pp4BQ/1PpP2P1/2N4N/P1P3KP/1R3R2 w - - 7 32,1184
1r2kb2/5pp1/5B1n/Pp1b1n1Q/2pP2P1/2P2K1N/P6P/1R3R2 w - - 0 37,698
rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,14
rnbqkbnr/1ppppppp/8/p7/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2,50
rnbqkbnr/1ppppppp/8/p7/8/5N1P/PPPPPPP1/RNBQKB1R b KQkq - 1 2,-24
rnbqkbnr/1ppppppp/8/8/p7/5N1P/PPPPPPP1/RNBQKB1R w KQkq - 0 3,93
rnbqkbnr/1ppppppp/8/8/p6P/5N2/PPPPPPP1/RNBQKB1R b KQkq - 0 3,27
r1bqkbnr/1ppppppp/2n5/8/p6P/5N2/PPPPPPP1/RNBQKB1R w KQkq - 1 4,29
r1bqkbnr/1ppppppp/2n5/7P/p7/5N2/PPPPPPP1/RNBQKB1R b KQkq - 0 4,61
2bqkbnr/1ppppppp/2n5/r6P/p7/5N2/PPPPPPP1/RNBQKB1R w KQk - 1 5,81
2bqkb1r/1ppppppp/2n4n/r6P/p7/5NP1/PPPPPP2/RNBQKB1R w KQk - 1 6,45
4k1nr/2Pb3N/4qp1B/1p5p/pPP2P2/N3p1P1/P2KP3/R2Q4 w k - 0 30,348
4k1r1/3b3N/3N1p1n/1p5p/pP3P2/N3p1P1/P3P3/1RqQK3 b - - 2 34,-543
8/Q3kn1N/3N1p2/7p/pP2Nr2/8/b3P3/1R2K3 b - - 1 42,-99997
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-25
rnb2br1/ppp1pk1p/6pn/3pqpN1/2PP4/5P2/PP2PQPP/RNB1KB1R b KQ - 3 10,-734
r4b2/Qpp1p1rN/4b1p1/2npkp2/2P2Pn1/6PP/PP2P3/RNB1KBR1 b Q - 0 17,-1212
4b2r/4p2N/1p1k4/1P1pbpp1/r3PPn1/PP1nB1PP/8/RN2K1RB w - - 1 30,-230
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-29
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,66
rnbqkb1r/pppppppp/8/8/4P1n1/8/PPPP1PPP/RNB1KBNR w KQkq - 0 3,-632
r1q2k2/1b6/1p5R/p1p1p1P1/4p3/P7/1P4P1/1R2K1N1 b - - 0 32,677
3k4/1br4q/1p6/4p1P1/pPp1p1P1/P6N/1R6/3K4 w - - 2 45,-99976
3k4/1br1q3/1p6/1P2p1P1/p1p1p1P1/P6N/1R6/3K4 w - - 1 46,-1501
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,6
rnbqkb1r/pppppppp/7n/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 2 2,110
rnbqkb1r/pppppppp/7n/8/8/2N4P/PPPPPPP1/R1BQKBNR b KQkq - 0 2,-59
rnbqkbr1/pppppppp/7n/8/8/2N4P/PPPPPPP1/R1BQKBNR w KQq - 1 3,186
rnbqkbr1/pppppppp/7n/8/8/1PN4P/P1PPPPP1/R1BQKBNR b KQq - 0 3,-84
r1bqkbr1/pppppppp/2n4n/8/8/1PN4P/P1PPPPP1/R1BQKBNR w KQq - 1 4,127
rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-6
rnbqkbnr/ppppp1pp/5p2/8/8/2P5/PP1PPPPP/RNBQKBNR w KQkq - 0 2,83
rnbqkbnr/ppppp1pp/5p2/8/8/N1P5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,36
rnbqkbnr/pppp2pp/5p2/4p3/8/N1P5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,-31
rnbqkbnr/pppp2pp/5p2/8/2P1p3/N7/PP1PPPPP/R1BQKBNR w KQkq - 0 4,26
rnbqkbnr/pppp3p/5pp1/8/2P1p3/N6N/PP1PPPPP/R1BQKB1R w KQkq - 0 5,88
r1bqkbnr/pppp3p/2n2pp1/8/1PP1p3/N6N/P2PPPPP/R1BQKB1R w KQkq - 1 6,54
r1q1kbnr/pppb3p/5pp1/nPPp4/4p1P1/N4N2/P2PPP1P/R1BQKB1R w KQkq - 5 11,-191
r1q2bnr/1p3k1p/pP1B2p1/nbPp1pN1/4P1P1/N7/P3PP1P/R2QKB1R b KQ - 2 19,-504
6nr/rpB4p/pP2qkp1/2b3N1/1Q1pP2P/N2n1pR1/P3b3/R3KB2 w - - 2 32,-99996
6nr/rp5p/pP3kp1/6N1/1B1pP2P/N4pRB/P2Kb3/2R1n3 b - - 0 36,-735
6nr/rp5p/pP3kp1/6N1/1B1pP2P/N4pRB/P2K4/1R1bn3 b - - 2 37,-727
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,56
rnbqkbnr/ppppp1pp/5p2/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,88
rnbqkbnr/ppppp1pp/5p2/8/5P2/7N/PPPPP1PP/RNBQKB1R b KQkq - 0 2,39
rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1,79
rnbqkb1r/pppppppp/7n/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 1 2,27
rnbqkb1r/pppppppp/7n/8/8/1P3P2/P1PPP1PP/RNBQKBNR b KQkq - 0 2,75
rnbqkb1r/ppppp1pp/5p1n/8/8/1P3P2/P1PPP1PP/RNBQKBNR w KQkq - 0 3,52
rnbqkb1r/ppppp1pp/5p1n/8/P7/1P3P2/2PPP1PP/RNBQKBNR b KQkq - 0 3,47
rnbqkb1r/ppppp1pp/5p2/5n2/P7/1P3P2/2PPP1PP/RNBQKBNR w KQkq - 1 4,83
rnbqkb1r/ppppp1pp/5p2/5n2/P7/1P3P1P/2PPP1P1/RNBQKBNR b KQkq - 0 4,167
rnbqkb1r/1pppp1pp/5p2/p4n2/P7/1P3P1P/2PPP1P1/RNBQKBNR w KQkq - 0 5,-131
rnbqkb1r/1pppp1pp/5p2/p4n2/P7/1P3P1P/2PPPKP1/RNBQ1BNR b kq - 1 5,128
r1bqkb1r/1pppp1pp/n4p2/p4n2/P7/1P3P1P/2PPPKP1/RNBQ1BNR w kq - 2 6,29
r1bqkb1r/1pppp1pp/n4p2/p4n2/P7/1P1P1P1P/2P1PKP1/RNBQ1BNR b kq - 0 6,187
r1bqkb1r/1p1pp1pp/n1p2p2/p4n2/P7/1P1P1P1P/2P1PKP1/RNBQ1BNR w kq - 0 7,-140
r1bqkb1r/1p2p1pp/n1p2p2/p2p1n2/P7/1P1PBP1P/2P1PKP1/RN1Q1BNR w kq - 0 8,-297
4rbr1/8/npp2p1p/3k2pq/Pp4P1/1R1PK1PP/2P1P1R1/6N1 w - - 2 28,-860
1nr1qb2/4k3/P1r5/2pNPppP/1p4p1/2p3PR/6K1/1R6 b - - 2 50,1489
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,-20
rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,33
rnbqkb1r/pppppppp/5n2/8/2P5/7N/PP1PPPPP/RNBQKB1R b KQkq - 2 2,55
rnbqkb1r/p2ppppp/8/2p5/1pP1PNn1/8/PP1PKPPP/RNBQ1B1R w kq - 0 6,-79
rn4r1/p2pk2p/3Pp1pb/2P5/1pP2pP1/3Qn2N/P2K1P1P/RNB4R b - - 0 23,-743
rn4r1/p2p3p/3Ppkpb/2P5/1pPQ1pP1/4n2N/P2K1P1P/RNB4R b - - 2 24,-888
8/r2pn3/pb1P2k1/N6Q/1pP2Pp1/8/P2r4/1R2K1BR b - - 2 46,-99996
4Q3/rN1pn1k1/p2r4/2P5/1p3Pp1/2b5/P7/R3K1BR w - - 0 51,99990
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,43
rnbqkbnr/p1pppppp/1p6/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2,45
rnbqkbnr/p1pppppp/1p6/8/7P/7N/PPPPPPP1/RNBQKB1R b KQkq - 1 2,29
rnbqkbnr/p1pp1ppp/1p2p3/8/7P/7N/PPPPPPP1/RNBQKB1R w KQkq - 0 3,-28
rnbqk1nr/p1pp1ppp/1p2p3/2b5/7P/2N4N/PPPPPPP1/R1BQKB1R w KQkq - 2 4,35
rnbqk2r/p1pp1ppp/1p2p2n/2b5/7P/2N5/PPPPPPP1/R1BQKBNR w KQkq - 4 5,111
rnbqkb1r/p1pp1ppp/1p2p2n/8/7P/1PN5/P1PPPPP1/R1BQKBNR w KQkq - 1 6,39
rnbqkbnr/p1pp1ppp/1p2p3/8/7P/1PN1P3/P1PP1PP1/R1BQKBNR w KQkq - 1 7,54
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,7
rnbqkbnr/pppppp1p/8/6p1/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,142
rnbqkbnr/pppppp1p/8/6p1/8/P4P2/1PPPP1PP/RNBQKBNR b KQkq - 0 2,-24
rnbqkbnr/ppppp2p/8/5pp1/8/P4P2/1PPPP1PP/RNBQKBNR w KQkq - 0 3,141
rnbqkbnr/ppppp2p/8/5pp1/8/P2P1P2/1PP1P1PP/RNBQKBNR b KQkq - 0 3,-32
rnbqkbnr/ppp1p2p/3p4/5pp1/8/P2P1P2/RPP1P1PP/1NBQKBNR b Kkq - 1 4,90
rnbqkbnr/ppp1p2p/8/3p1pp1/8/P2PPP2/RPP3PP/1NBQKBNR b Kkq - 0 5,40
1r3b1r/pq2p3/bpp3Qk/2P1P2p/3P1p2/PPnB2P1/R2N3P/4K1NR b - - 4 30,-100000
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,126
rnbqkb1r/pppppppp/7n/8/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 1 2,43
rnbqkb1r/pp1ppppp/2p4n/8/6P1/7N/PPPPPP1P/RNBQKB1R w KQkq - 0 3,-22
rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,28
rnbqkbnr/p1pppppp/1p6/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 0 2,0
rnbqkbnr/p1pppppp/1p6/8/5P2/6P1/PPPPP2P/RNBQKBNR b KQkq - 0 2,22
rnbqkbnr/2pppppp/1p6/p7/5P2/6P1/PPPPP2P/RNBQKBNR w KQkq - 0 3,15
rnbqkbnr/2pppppp/1p6/p7/2P2P2/6P1/PP1PP2P/RNBQKBNR b KQkq - 0 3,-14
1nbqkbnr/r1pppppp/1p6/p7/2P2P2/6P1/PP1PP2P/RNBQKBNR w KQk - 1 4,84
1nbqkbnr/r1pppppp/1p6/p7/2PP1P2/6P1/PP2P2P/RNBQKBNR b KQk - 0 4,-24
2bqkbnr/r1pppppp/1pn5/p7/2PP1P2/6P1/PP2P2P/RNBQKBNR w KQk - 1 5,149
2bqkbnr/r1ppp1pp/1pn5/p4p2/2PP1P2/6PP/PP2P3/RNBQKBNR w KQk - 0 6,80
1nbqkbnr/r1ppp1pp/1p6/1P3p2/p1PP1P2/4B1PP/P3P3/RN1QKBNR b KQk - 2 8,-57
1nbqkbnr/1rppp1pp/1p6/1P3p2/p1PP1P2/4B1PP/P3PK2/RN1Q1BNR b k - 4 9,-146
1nbqkb1r/1rppp1pp/1p5n/1P3p2/p1PP1P2/4B1PP/P3P1K1/RN1Q1BNR b k - 6 10,-189
1nbqkbnr/1rppp1pp/1p6/1P3p2/p1PP1P2/4B1PP/P3P1K1/RN2QBNR b k - 8 11,-117
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-30
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,59
rnbqkbnr/ppppp1pp/8/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,-51
rnbqkbnr/p1ppp1pp/1p6/5p2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,100
rnbqkbnr/p1ppp1pp/1p6/5p2/3P4/5N1P/PPP1PPP1/RNBQKB1R b KQkq - 0 3,-33
rn1qkbnr/pbppp1pp/1p6/5p2/3P4/5N1P/PPP1PPP1/RNBQKB1R w KQkq - 1 4,38
rn1q1bnr/pbpppkpp/1p6/5p2/3P4/7P/PPP1PPP1/RNBQKBNR w KQ - 3 5,54
rnq2bnr/p1pppk1p/1p6/4N1p1/2bP1pP1/7P/PPNQPP1R/R1B1KB2 b Q - 3 12,-466
rnq2bnr/p1ppp1kp/1p6/6p1/2NP1pP1/7P/PPNQPP1R/R1B1KB2 b Q - 0 13,-499
5r1k/3pn3/r3p2n/6pP/6P1/PNK4B/1P3P2/8 w - - 4 51,-742
rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,20
rnbqkbnr/pppppp1p/6p1/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq - 0 2,8
rnbqkbnr/pppppp1p/6p1/8/1P6/5P2/P1PPP1PP/RNBQKBNR b KQkq - 0 2,129
rnbqkbnr/ppppp2p/5pp1/8/1P6/5P2/P1PPP1PP/RNBQKBNR w KQkq - 0 3,11
rnbqkbnr/ppppp2p/5pp1/1P6/8/5P2/P1PPP1PP/RNBQKBNR b KQkq - 0 3,37
1nb1qbnr/r1ppp1kp/1p3pp1/1p6/4P3/2PP1P2/P4KPP/RNBQ1BNR w - - 0 10,-65
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-29
rnbqkbnr/p1pppppp/1p6/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,71
rnbqkbnr/p1pppppp/1p6/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,-36
rnbqkbnr/p1ppp1pp/1p6/5p2/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,84
rnbqkbnr/p1ppp1pp/1p6/5p2/8/5NPB/PPPPPP1P/RNBQK2R b KQkq - 1 3,-43
rn1qkbnr/p1ppp1pp/bp6/5p2/8/4PNPB/PPPP1P1P/RNBQK2R b KQkq - 0 4,-35
rn1qkbnr/p2pp1pp/bp6/2p2p2/8/4PNPB/PPPP1P1P/RNBQK1R1 b Qkq - 1 5,68
rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,0
rnbqkbnr/pp1ppppp/8/2p5/8/P7/1PPPPPPP/RNBQKBNR w KQkq - 0 2,-8
rnbqkbnr/pp1ppppp/8/2p5/8/P6N/1PPPPPPP/RNBQKB1R b KQkq - 1 2,90
rnbqkbnr/pp1ppppp/8/8/2p5/P6N/1PPPPPPP/RNBQKB1R w KQkq - 0 3,33
rnbqkbnr/pp1ppppp/8/8/2p5/P6N/1PPPPPPP/RNBQKBR1 b Qkq - 1 3,95
rnbqkb1r/pp1ppppp/7n/8/2p5/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 2 4,67
r3kbr1/pb2pppp/n2np3/qp6/3P4/PPN1BP2/2P1P1PP/R1Q1KBR1 w Qq - 1 13,-286
r2k1br1/pb2p1p1/2nnpp1p/qp6/3P1P2/PP2B3/1QP1P1PP/R2NKBR1 w - - 1 18,-297
5br1/3kp3/4p2p/p3qn2/2p2P2/5P1P/5BP1/1r1K1B1R w - - 0 44,-99999
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,3
rnbqkbnr/pppp1ppp/4p3/8/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,28
rnbqkbnr/pppp1ppp/4p3/8/8/2N1P3/PPPP1PPP/R1BQKBNR b KQkq - 0 2,15
rnbqkbnr/ppp2ppp/4p3/3p4/8/2N1P3/PPPPQPPP/R1B1KBNR b KQkq - 1 3,41
rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,14
rnbqkbnr/p1pppppp/1p6/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2,24
rnbqkbnr/p1pppppp/1p6/8/3P4/7P/PPP1PPP1/RNBQKBNR b KQkq - 0 2,-20
rnbqkbnr/p1pppp1p/1p6/6p1/3P4/7P/PPPQPPP1/RNB1KBNR b KQkq - 1 3,-102
