9,-13,25,-42,-11,1,-9,-22,-86,9,-21,-69,9,11,-52,-24
-11,4,-54,4,19,-38,-28,17,21,-9,-17,22,-19,9,0,12
15,-6,-18,-6,-13,-22,-11,6,1,-6,-20,2,30,15,-15,14
5,-16,12,-27,14,-10,20,-24,-51,-1,22,-21,16,-37,6,-35
11,-53,57,-32,9,8,34,-43,-15,-65,27,-22,18,-2,18,-67
8,-16,37,-29,-17,14,22,-16,-61,-3,11,-46,18,-9,-19,-20
12,20,-11,6,27,4,-12,0,35,16,6,-11,-7,22,4,19
-4,6,2,-8,6,6,-11,9,-12,1,-5,-12,-14,-16,4,-3
