12,-9,39,-36,-10,-6,0,-26,-126,15,-27,-99,14,-2,-36,-44
-1,3,-76,6,10,-45,-27,15,30,-11,-11,22,-18,3,5,15
17,1,-10,3,-6,-3,-7,10,-21,0,-26,3,35,10,-20,14
6,-21,12,-25,10,-10,18,-23,-60,-6,23,-26,13,-35,4,-32
9,-58,60,-35,2,9,37,-46,-1,-67,26,-23,12,-3,13,-54
12,-16,50,-25,-19,8,18,-18,-125,-2,13,-46,13,-22,-17,-30
20,10,8,3,25,9,-14,1,43,19,3,-5,-14,27,2,9
-5,5,2,-8,6,5,-11,9,-12,0,-6,-12,-15,-16,3,-4
