12,-8,42,-25,-11,-6,0,-19,-126,24,-22,-105,5,-15,-22,-55
0,7,-102,7,6,-40,-29,14,13,-5,-4,15,-19,0,7,10
14,2,19,0,-3,10,-2,5,-12,2,-28,0,44,9,-16,8
0,-26,11,-26,5,-6,18,-24,-64,-17,21,-30,17,-22,4,-26
12,-61,67,-39,-6,8,35,-47,-5,-74,22,-15,8,-8,10,-36
14,-17,41,-21,-15,4,14,-17,-127,5,11,-41,10,-30,-15,-29
20,1,40,-3,18,17,-4,-4,43,20,-2,1,-12,30,-1,11
-5,5,2,-8,5,5,-11,8,-12,0,-6,-12,-15,-16,3,-4
