1,-5,7,1,-13,-5,16,3,-20,0,-2,-4,7,2,-3,7,1,-4,11,-12,-24,4,3,3,-96,-14,7,-2,0,0,10,2,3,8,-25,7,-7,0,-6,-11,-29,-111,-6,3,-3,-2,-3,-127,5,6,3,1,-1,3,-17,-16,4,-10,5,-1,0,-7,12,-2
0,7,-2,-6,-5,-8,19,-4,-22,-8,-6,3,3,-2,-3,-3,5,0,11,0,-35,-5,6,0,-36,-44,3,-3,-5,-5,14,-1,-12,6,11,4,-12,7,1,-15,-40,8,-18,2,9,-5,3,-15,-3,5,-1,7,-6,15,-44,-17,-6,-15,-5,4,4,1,26,-16
8,-8,6,6,-19,-6,11,-1,-31,-4,4,-6,2,-6,3,6,-3,2,28,23,-20,3,1,-5,-28,-2,-4,1,-6,-1,6,2,-4,-2,11,6,-11,7,-6,-9,-36,2,-10,-3,11,6,5,1,3,2,17,-7,-4,14,-39,-31,-6,-2,-2,7,0,3,0,-8
2,3,-5,1,22,7,-42,-4,4,3,5,6,7,-3,-6,7,-4,7,24,-11,-1,5,-7,7,-23,-3,-3,0,-5,-7,14,1,5,2,-11,-1,-6,-32,8,1,-3,8,6,6,-19,2,-4,-5,-2,-1,-16,8,3,-4,-10,-14,-1,6,-2,2,-1,5,-11,2
-2,-2,7,-7,5,-2,-2,7,5,1,3,5,6,2,-5,0,4,-2,12,-2,4,-5,8,-1,-37,-5,-1,-7,6,2,-19,-5,-22,-4,5,0,-3,23,2,-17,-20,-10,-16,3,14,7,-5,-24,2,-2,8,-1,1,13,-2,-24,-3,-124,7,6,-3,-2,18,-42
8,2,3,-4,-10,-6,9,-7,-1,-6,4,6,-6,-4,-7,-4,8,1,-1,2,0,4,0,-2,-18,-5,-2,0,-4,5,-1,-7,-48,1,38,-4,8,2,-3,-13,-4,-26,-2,-6,-5,3,0,15,6,-7,-4,-7,7,-5,5,-20,-5,1,-6,4,-1,-8,9,5
2,5,-6,8,20,-6,11,6,-6,-5,4,-2,1,3,-7,-2,-5,-1,21,6,-4,-7,-4,4,-23,5,1,-4,-2,1,22,0,1,-1,-14,3,-7,-29,7,-12,-15,-88,-6,-4,2,4,7,-115,8,-1,-99,-4,5,-18,8,-4,3,2,0,0,3,1,-6,0
-4,-2,3,7,-21,-5,2,7,6,3,-8,0,-5,2,5,-2,3,-1,-16,-13,4,6,-5,-7,-4,-10,0,2,-5,-7,-14,2,8,-6,2,1,-27,0,-1,-15,49,-32,-11,3,-3,2,-2,-70,-6,2,-6,2,-7,4,11,23,6,-18,5,-4,-5,-8,3,-26
-4,-6,-3,-5,-2,1,-14,0,-12,5,-3,-6,0,8,-1,7,1,-6,12,-14,-3,-3,8,5,-20,-20,3,-7,6,-3,-1,0,-17,2,10,4,-4,2,0,4,20,-10,43,-8,-7,-4,-1,-19,8,-5,2,-8,-7,0,17,-31,8,-13,6,5,-1,3,9,-12
-7,-3,-8,3,0,-2,-2,4,7,-5,-5,5,1,-7,0,-3,0,1,-3,13,6,8,6,-6,12,9,-7,-6,-8,0,-9,-7,8,1,-2,6,10,-2,-7,9,14,-8,8,-7,-3,-8,6,-1,-4,-4,-1,7,-3,-5,-4,-4,6,5,-2,4,0,-7,13,9
7,7,5,0,-61,-2,-12,4,-26,8,8,-4,7,-1,-7,8,2,8,-17,-3,-27,-4,-5,-6,-20,-7,-3,2,-5,-2,21,1,-21,1,-1,-4,2,-6,7,0,-38,-4,2,1,-1,-5,0,-25,7,-7,-6,4,-1,4,-30,-3,-5,-2,-6,8,-7,-2,6,-3
-5,2,4,6,-10,8,-12,2,16,3,2,7,-5,-2,1,-5,-2,-7,-12,10,14,-7,-7,4,27,23,-2,-7,4,-4,-3,2,10,6,-11,-8,-14,-9,4,-7,20,-26,-5,-2,-1,-4,-5,-22,-1,2,-9,0,2,-6,8,7,2,-1,2,2,-3,8,-7,-1
-6,5,5,-1,-51,2,-33,6,-47,-7,-7,-6,-8,-8,6,-1,0,-2,-49,10,-43,-1,5,3,-51,-15,-6,8,6,-6,-58,3,-1,-5,-1,-3,3,2,-6,0,-41,4,0,5,9,0,0,-7,2,2,-1,2,-6,5,-7,-67,3,-5,5,3,5,5,18,-7
6,2,6,4,-10,-7,-25,-4,0,-3,3,0,2,7,4,3,3,-1,-123,1,-7,0,-6,-5,-13,-10,3,-5,-5,-4,-48,2,-3,4,2,-4,-2,4,2,-3,-12,12,2,6,5,-6,7,-11,-4,-3,3,5,5,5,-4,-8,4,-1,1,-8,-5,1,2,1
-3,0,5,3,-22,-4,-4,-4,7,1,-3,-5,7,-7,-2,-5,6,-7,-18,-14,8,-6,0,-3,21,-10,-6,-6,1,-8,-16,-5,7,-8,-5,3,-28,-4,-2,-9,55,-35,-6,3,-6,4,-3,-69,1,-8,-7,3,-1,1,14,20,-3,-14,1,0,1,7,10,-24
4,-7,-2,-5,-33,-4,25,2,-21,2,8,-5,4,-3,0,0,2,4,-2,-24,-13,3,-2,-4,-38,-2,-6,7,4,7,2,-4,-78,4,-5,5,4,13,0,1,-62,-14,0,-7,-15,-7,-7,2,2,3,21,5,4,0,-64,-37,-3,0,0,2,-3,4,-7,2
